cloth_class,product_price,product_name
半身裙,"NT$ 1,490",格紋短裙
半身裙,"NT$ 1,190",漆皮中長裙
半身裙,"NT$ 1,290",層疊薄紗短裙
半身裙,"NT$ 1,290",雙面穿及膝裙
半身裙,"NT$ 1,490",天鵝絨迷你裙
半身裙,"NT$ 1,490",天鵝絨直筒裙
鞋,NT$ 790,拼接高跟鞋
鞋,"NT$ 1,990",絨面真皮中跟芭蕾鞋
鞋,"NT$ 1,990",真皮低跟淺口鞋
鞋,NT$ 990,拼接真皮高跟鞋
鞋,NT$ 990,印花中跟鞋
鞋,"NT$ 1,990",彈性高跟短靴
鞋,"NT$ 1,490",彈性靴筒高跟短靴
鞋,"NT$ 1,490",漆皮高跟踝靴
鞋,"NT$ 3,990",印花真皮短靴
鞋,"NT$ 1,990",閃亮高跟短靴
鞋,"NT$ 1,490",亮片中跟鞋
鞋,"NT$ 1,290",中跟淺口鞋
鞋,"NT$ 1,290",中跟淺口鞋
鞋,"NT$ 2,790",真皮平底短靴
鞋,"NT$ 2,790",真皮平底短靴
鞋,"NT$ 3,490",防水台高跟短靴
鞋,"NT$ 3,490",綁帶壓膠短靴
牛仔褲,"NT$ 1,490",中腰長褲
牛仔褲,"NT$ 1,490",剪洞休閒版牛仔褲
牛仔褲,"NT$ 1,490",翻摺設計中腰緊身牛仔褲
牛仔褲,"NT$ 1,290",中腰牛仔褲
牛仔褲,"NT$ 1,290",中腰牛仔褲
牛仔褲,"NT$ 1,990",裁剪牛仔褲
牛仔褲,"NT$ 1,290",喇叭牛仔褲
牛仔褲,"NT$ 1,290",喇叭牛仔褲
牛仔褲,"NT$ 1,490",中腰緊身牛仔褲
牛仔褲,"NT$ 1,490",男友牛仔褲
牛仔褲,"NT$ 1,490",中腰牛仔褲
牛仔褲,"NT$ 1,490",中腰牛仔褲
牛仔褲,"NT$ 1,490",休閒牛仔褲
牛仔褲,"NT$ 1,490",寬管牛仔褲
牛仔褲,"NT$ 1,490",剪洞高腰緊身牛仔褲
牛仔褲,"NT$ 1,290",中腰緊身牛仔褲
連身褲,"NT$ 1,990",鉚釘格紋連身褲裙
針織衫,"NT$ 1,290",燈籠袖短版針織衫
針織衫,"NT$ 1,290",提花短版針織衫
針織衫,"NT$ 1,290",蝙蝠袖針織衫
針織衫,NT$ 990,雪尼爾條紋針織衫
針織衫,"NT$ 1,990",加大碼柔軟針織衫
針織衫,"NT$ 1,290",提花短版針織衫
針織衫,NT$ 990,雪尼爾條紋針織衫
針織衫,"NT$ 1,490",薄紗和亮片洋裝
針織衫,"NT$ 1,190",貼頸帶飾針織衫
針織衫,"NT$ 1,290",蝙蝠袖針織衫
針織衫,"NT$ 1,990",加大碼柔軟針織衫
針織衫,"NT$ 1,490",加大碼剪洞針織衫
針織衫,"NT$ 1,290",短版開襟衫
針織衫,"NT$ 1,290",加大碼針織套衫
針織衫,"NT$ 1,290",短版開襟衫
針織衫,"NT$ 1,490",加大碼剪洞針織衫
針織衫,"NT$ 1,290",珍珠飾針織衫
針織衫,"NT$ 1,290",短版開襟衫
針織衫,"NT$ 1,290",珍珠飾針織衫
外套大衣,"NT$ 2,790",刺繡緞面飛行員夾克
外套大衣,"NT$ 5,990",毛邊大衣
外套大衣,"NT$ 4,990",軍風針織大衣
外套大衣,"NT$ 4,990",軍風針織大衣
外套大衣,"NT$ 2,790",柔軟人造皮草大衣
外套大衣,"NT$ 1,990",短版棉質派克外套
外套大衣,"NT$ 7,490",再生羊毛長版大衣
外套大衣,"NT$ 7,490",再生羊毛長版大衣
外套大衣,"NT$ 4,490",長版風衣
外套大衣,"NT$ 4,490",長版風衣
皮革,"NT$ 2,790",絨面人造皮夾克
皮革,"NT$ 2,790",人造皮夾克
皮革,"NT$ 2,790",絨面人造皮夾克
皮革,"NT$ 6,490",雙排扣長版大衣
皮革,"NT$ 1,190",漆皮迷你裙
皮革,"NT$ 10,990",拼綴真皮大衣
皮革,"NT$ 10,990",拼綴真皮大衣
皮革,"NT$ 1,490",側身打結短褲
皮革,"NT$ 1,990",真皮迷你裙
皮革,"NT$ 3,990",反絨革夾克
皮革,"NT$ 4,990",絨麪人造皮外套
皮革,NT$ 990,短袖 T 恤
皮革,"NT$ 3,490",人造皮夾克
皮革,"NT$ 1,990",人造皮騎士長褲
優質系列,"NT$ 2,790",STUDIO 系列羅紋山羊絨上衣
優質系列,"NT$ 2,790",真絲加大碼襯衫
優質系列,"NT$ 3,990",金屬色真皮外套
優質系列,"NT$ 1,990",金屬色真皮短裙
優質系列,"NT$ 5,490",航海風條紋山羊絨針織衫
優質系列,"NT$ 6,490",雙排扣長版大衣
優質系列,"NT$ 5,490",加大碼山羊絨針織衫
優質系列,"NT$ 3,490",金屬鞋頭真皮高跟短靴
優質系列,"NT$ 5,490",加大碼山羊絨針織衫
優質系列,"NT$ 8,490",真皮加大碼騎士外套
優質系列,NT$ 990,圓形搭扣真皮腰帶
優質系列,"NT$ 5,490",山羊絨針織衫
優質系列,"NT$ 3,990",真皮短裙
優質系列,"NT$ 1,790",特別版山羊絨針織帽
優質系列,"NT$ 8,490",真皮加大碼騎士外套
優質系列,"NT$ 4,990",基本款真皮夾克
優質系列,NT$ 990,精致搭扣和末端真皮窄腰帶
配飾,NT$ 450,素面褲襪
配飾,NT$ 890,圓點印花薄圍巾
配飾,NT$ 450,特別版山羊絨針織帽
配飾,NT$ 790,戒指組合
配飾,"NT$ 1,790",閃亮耳環組合
配飾,NT$ 450,頸環與頸鍊組合
褲款,"NT$ 3,490",飄逸寬管褲
褲款,"NT$ 1,990",紐扣腰身長褲
褲款,"NT$ 1,490",格紋及踝長褲
褲款,"NT$ 1,290",高腰長褲
褲款,"NT$ 1,990",褲腳開叉長褲
褲款,"NT$ 1,290",閃亮寬管七分褲
褲款,"NT$ 1,290",寬鬆慢跑褲
褲款,"NT$ 10,990",STUDIO 系列真皮長褲
褲款,"NT$ 1,490",薄紗短裙設計緊身褲
褲款,"NT$ 1,490",雙面布料長褲
褲款,"NT$ 1,490",附腰帶打褶長褲
褲款,"NT$ 1,290",細紋效果慢跑褲
褲款,"NT$ 1,290",人造皮緊身褲
褲款,"NT$ 1,490",雙面布料長褲
褲款,"NT$ 2,790",STUDIO 系列長褲
褲款,"NT$ 1,990",金屬色寬管長褲
包,"NT$ 2,790",拉片設計絨面真皮都市手提包
包,NT$ 990,箭頭設計軟質水桶包
包,NT$ 990,結飾水桶包
包,"NT$ 1,490",絨面真皮包蓋迷你都市手提包
包,"NT$ 1,490",絨面真皮包蓋迷你都市手提包
包,"NT$ 1,490",LOONEY TUNES 盒型包
包,"NT$ 1,490",LOONEY TUNES 盒型包
包,NT$ 990,雙面用亮片斜背包
包,NT$ 990,雙面用亮片斜背包
包,"NT$ 1,490",串珠流蘇小型水桶包
包,"NT$ 1,990",晚宴風束帶水桶包
包,"NT$ 1,490",刺繡設計斜背包
T 恤,NT$ 990,花朵上衣
T 恤,NT$ 890,羽毛印花 T 恤
T 恤,NT$ 990,撞色上衣
T 恤,NT$ 590,天鵝絨短版上衣
T 恤,NT$ 690,長袖 T 恤
T 恤,NT$ 790,壓膠印花 T 恤
T 恤,NT$ 790,正面結飾上衣
T 恤,NT$ 790,長袖 T 恤
T 恤,NT$ 690,緞面上衣
T 恤,NT$ 790,亮片印字 T 恤
T 恤,NT$ 590,天鵝絨短版上衣
T 恤,NT$ 790,拼接補丁 T 恤
T 恤,NT$ 990,背部束帶打結上衣
T 恤,NT$ 790,交叉連體衣
T 恤,NT$ 890,不對稱超長版 T 恤
T 恤,NT$ 790,印花上衣
T 恤,NT$ 890,交叉 V 領上衣
T 恤,NT$ 890,荷葉邊蕾絲上衣
運動衫,"NT$ 1,290",絹網運動衫
半身裙,"NT$ 1,990",真皮迷你裙
半身裙,"NT$ 1,490",千鳥紋短裙
半身裙,"NT$ 1,490",A 字迷你裙
半身裙,"NT$ 3,490",背帶裙
半身裙,"NT$ 1,490",條紋中長裙
半身裙,"NT$ 1,990",府綢吊帶中長裙
半身裙,"NT$ 1,490",蝴蝶結飾迷你裙
半身裙,"NT$ 1,490",中長百褶裙
半身裙,"NT$ 1,490",中長百褶裙
半身裙,"NT$ 1,490",中長百褶裙
半身裙,"NT$ 1,290",短裙
鞋,NT$ 990,亮面芭蕾平底鞋
鞋,NT$ 990,亮面芭蕾平底鞋
鞋,"NT$ 1,490",閃亮襪型短靴
鞋,"NT$ 1,490",閃亮襪型短靴
鞋,"NT$ 1,490",透明塑料鞋跟短靴
鞋,"NT$ 1,290",眼鏡造型設計橡膠底運動鞋
鞋,"NT$ 1,990",補綴橡膠厚底運動鞋
鞋,"NT$ 1,290",金屬色橡膠底運動鞋
鞋,"NT$ 1,290",綁帶橡膠底運動鞋
鞋,"NT$ 1,990",紐扣設計高跟短靴
鞋,"NT$ 2,790",尖頭平底短靴
鞋,"NT$ 1,490",鋸齒邊飾平底鞋
鞋,"NT$ 1,990",塑料德比鞋
鞋,NT$ 990,壓紋綁帶芭蕾平底鞋
鞋,"NT$ 1,490",拼接細帶芭蕾平底鞋
鞋,"NT$ 1,990",人造絨毛露跟芭蕾平底鞋
鞋,"NT$ 1,490",綁帶尖頭高跟鞋
鞋,NT$ 790,溝紋鞋底毛氈德比鞋
牛仔褲,"NT$ 1,990",中腰緊身牛仔褲
牛仔褲,"NT$ 1,490",中腰緊身牛仔褲
牛仔褲,"NT$ 1,990",中腰緊身褲
牛仔褲,"NT$ 1,990",中腰緊身牛仔褲
牛仔褲,"NT$ 1,990",中腰緊身牛仔褲
牛仔褲,"NT$ 1,490",六拉鍊緊身長褲
牛仔褲,"NT$ 1,490",六拉鍊緊身長褲
牛仔褲,"NT$ 1,490",六拉鍊緊身長褲
牛仔褲,"NT$ 1,490",中腰騎士褲
牛仔褲,"NT$ 1,490",中腰騎士褲
牛仔褲,"NT$ 1,490",中腰緊身長褲
牛仔褲,"NT$ 1,490",中腰緊身長褲
牛仔褲,"NT$ 1,490",中腰直筒牛仔褲
連身褲,"NT$ 1,990",格紋連身褲裙
連身褲,"NT$ 1,490",鉚釘連身短褲
連身褲,"NT$ 2,790",拼接圓點薄紗連身長褲
連身褲,"NT$ 1,290",薄紗連身長褲
連身褲,"NT$ 1,490",連身褲裙
連身褲,"NT$ 1,990",鉚釘格紋連身褲裙
連身褲,"NT$ 2,790",百褶連身長褲
連身褲,"NT$ 1,990",荷葉邊斜肩連身長褲
連身褲,"NT$ 3,490",荷葉邊天鵝絨連身長褲
連身褲,"NT$ 1,990",亮片裝飾連身短褲
連身褲,"NT$ 1,990",交叉設計連身長褲
連身褲,"NT$ 2,790",拼接連身寬管褲
連身褲,"NT$ 1,990",領口結飾連身長褲
連身褲,"NT$ 2,790",閃亮天鵝絨連身長褲
連身褲,"NT$ 1,490",拼接連身短褲
針織衫,NT$ 890,荷葉邊袖針織衫
針織衫,NT$ 990,高領針織衫
針織衫,"NT$ 1,290",珍珠飾針織衫
針織衫,NT$ 890,蕾絲花邊下襬短版針織衫
針織衫,"NT$ 1,290",珍珠飾針織衫
針織衫,"NT$ 2,490",蝴蝶鑲飾 V 領針織衫
針織衫,"NT$ 1,490",加大碼圓領針織衫
針織衫,NT$ 990,挖肩羅紋針織衫
針織衫,NT$ 890,蕾絲花邊下襬短版針織衫
針織衫,"NT$ 1,490",袖身綁帶針織衫
針織衫,NT$ 890,蝴蝶鑲飾 V 領針織衫
外套大衣,"NT$ 1,990",印花飛行員夾克
外套大衣,"NT$ 2,790",結飾背心
外套大衣,"NT$ 4,490",特別版刺繡飛行員夾克
外套大衣,"NT$ 4,990",絎縫天鵝絨外套
外套大衣,"NT$ 14,990",STUDIO 系列兩面穿真皮大衣
外套大衣,"NT$ 14,990",STUDIO 系列兩面穿真皮大衣
外套大衣,"NT$ 3,490",連帽雨衣
外套大衣,"NT$ 4,490",雙面穿厚外套
外套大衣,"NT$ 4,490",雙面穿厚外套
外套大衣,"NT$ 2,790",長版風衣
外套大衣,"NT$ 1,490",補丁襯衫
外套大衣,"NT$ 3,490",補丁飛行員夾克
外套大衣,"NT$ 1,990",透明披肩斗篷
外套大衣,"NT$ 1,990",軍裝風短版外套
外套大衣,"NT$ 4,490",長版背心
外套大衣,"NT$ 1,990",閃亮織物飛行員夾克
外套大衣,"NT$ 1,490",漂白刷紋牛仔外套
外套大衣,"NT$ 2,790",提花牛仔大衣
皮革,NT$ 990,人造皮短褲
皮革,"NT$ 1,990",人造皮夾克
皮革,"NT$ 1,290",絨面人造皮觸感長褲
皮革,"NT$ 1,990",金屬色騎士長褲
皮革,"NT$ 1,490",騎士外套
皮革,"NT$ 1,990",閃亮織物飛行員夾克
皮革,"NT$ 1,990",絨面人造皮觸感大衣
皮革,"NT$ 1,290",人造皮短袖上衣
皮革,"NT$ 1,490",慢跑褲
皮革,"NT$ 1,290",絨面人造皮緊身褲
皮革,"NT$ 1,290",仿皮直筒裙
皮革,"NT$ 2,790",人造皮長版夾克
皮革,"NT$ 1,990",金屬色真皮短裙
皮革,"NT$ 1,990",皮質觸感長褲
皮革,"NT$ 1,990",人造皮夾克
皮革,"NT$ 1,190",金屬色短裙
皮革,NT$ 990,銀色緊身褲
皮革,"NT$ 4,990",基本款真皮夾克
優質系列,"NT$ 3,990",金屬色真皮外套
優質系列,NT$ 790,印字真皮錢包
優質系列,"NT$ 2,790",金屬色真皮短裙
優質系列,"NT$ 3,990",反絨革夾克
優質系列,"NT$ 1,990",真皮迷你裙
優質系列,"NT$ 2,790",真絲罩衫
優質系列,"NT$ 4,490",特別版山羊絨圍巾
優質系列,"NT$ 10,990",拼綴真皮大衣
優質系列,"NT$ 5,490",真皮夾克
優質系列,"NT$ 4,990",拉鍊真皮外套
優質系列,"NT$ 5,490",真皮夾克
優質系列,"NT$ 1,790",金屬色真皮斜背包
優質系列,"NT$ 1,190",流蘇綴飾真皮錢包
優質系列,"NT$ 2,790",印花真皮 A 字裙
優質系列,"NT$ 1,790",金屬色真皮斜背包
優質系列,"NT$ 1,790",特別版山羊絨針織帽
配飾,NT$ 690,基本款薄圍巾
配飾,NT$ 790,基本款薄圍巾
配飾,NT$ 690,基本款薄圍巾
配飾,NT$ 690,雙色人造皮草手拿包
配飾,NT$ 690,寬沿遮陽帽
配飾,"NT$ 1,190",天鵝絨小型斜背包
配飾,NT$ 990,刺繡縫線薄圍巾
配飾,"NT$ 1,490",軟質圍巾
配飾,NT$ 990,亮光和條紋圍巾
配飾,NT$ 790,閃亮效果褲襪
褲款,"NT$ 2,790",亮片長褲
褲款,"NT$ 1,490",搭扣褲腰長褲
褲款,"NT$ 1,490",閃亮喇叭褲
褲款,"NT$ 1,290",拉鍊慢跑褲
褲款,"NT$ 1,990",人造皮騎士長褲
褲款,"NT$ 1,490",格紋羊毛長褲
褲款,"NT$ 1,490",平絨喇叭褲
褲款,"NT$ 1,290",人字斜紋慢跑褲
褲款,NT$ 690,抽繩褲腰長褲
褲款,"NT$ 3,490",細條紋寬管長褲
褲款,"NT$ 1,490",及踝長褲
褲款,"NT$ 1,490",翻摺腰身窄管褲
褲款,"NT$ 1,290",法蘭絨緊身褲
褲款,NT$ 790,天鵝絨緊身褲
褲款,"NT$ 2,790",天鵝絨長褲
褲款,"NT$ 1,290",中腰緊身長褲
褲款,NT$ 890,金屬色緊身褲
褲款,"NT$ 1,490",格紋及踝長褲
包,"NT$ 1,490",人造皮草斜背包
包,"NT$ 1,490",包蓋設計背包
包,"NT$ 1,490",流蘇綴飾水桶包
包,"NT$ 1,990",方巾裝飾中型都市手提包
包,"NT$ 2,790",串珠流蘇小型水桶包
包,"NT$ 1,490",雙面使用托特包
包,"NT$ 1,490",雙面使用托特包
包,"NT$ 2,790",真皮都市淑女手提包
包,"NT$ 1,490",單色都市手提包
包,"NT$ 1,490",裂紋效果真皮斜背包
包,"NT$ 1,990",軟質都市手提包
包,"NT$ 2,790",鍊飾真皮斜背包
包,"NT$ 1,990",絨面真皮斜背包
包,"NT$ 3,990",荷葉邊真皮背包
包,"NT$ 3,490",荷葉邊真皮斜背包
包,"NT$ 5,490",碎紋皮大包
包,"NT$ 4,490",扣環設計單色真皮水桶包
T 恤,NT$ 890,雙層透明上衣
T 恤,NT$ 890,閃亮羅紋長版上衣
T 恤,NT$ 990,刺繡人造皮 T 恤
T 恤,NT$ 990,背部束帶打結上衣
T 恤,NT$ 890,拼接荷葉邊罩衫
T 恤,"NT$ 1,190",雙色不對稱雙層針織衫
T 恤,NT$ 890,不對稱上衣
T 恤,NT$ 890,正面結飾罩衫
T 恤,NT$ 590,短袖 T 恤
T 恤,NT$ 790,小高領 T 恤
T 恤,NT$ 890,荷葉邊蕾絲上衣
T 恤,NT$ 990,撞色上衣
T 恤,NT$ 790,交叉連體衣
T 恤,NT$ 690,斗篷袖 T 恤
運動衫,"NT$ 1,790",蝴蝶結腰身運動衫
運動衫,"NT$ 1,490",撞色運動衫
運動衫,NT$ 890,側身開叉 T 恤
運動衫,NT$ 890,側身開叉 T 恤
運動衫,NT$ 990,加大碼運動衫
運動衫,NT$ 990,蝴蝶結袖加大碼運動衫
運動衫,"NT$ 1,290",閃亮圓點薄紗運動衫
運動衫,"NT$ 1,490",加大碼運動衫
運動衫,NT$ 890,花朵刺繡運動衫
運動衫,NT$ 890,天鵝絨運動衫
運動衫,NT$ 890,花朵刺繡運動衫
運動衫,"NT$ 1,490",提花連帽針織衫
運動衫,NT$ 990,補丁上衣
運動衫,"NT$ 1,490",加大碼運動衫
半身裙,"NT$ 1,490",紗籠式迷你裙
半身裙,"NT$ 1,490",百褶中長裙
半身裙,"NT$ 1,490",紐扣迷你裙
半身裙,"NT$ 1,190",漆皮中長裙
半身裙,"NT$ 1,290",雙面穿及膝裙
半身裙,"NT$ 1,990",拼接豹紋短裙
半身裙,"NT$ 1,490",脫線毛邊荷葉邊短裙
半身裙,"NT$ 1,190",漆皮中長裙
半身裙,"NT$ 1,990",帶扣裙
半身裙,"NT$ 1,990",百褶中長裙
半身裙,"NT$ 1,990",帶扣裙
半身裙,"NT$ 2,790",中長寬褶裙
半身裙,"NT$ 1,490",窄裙
半身裙,"NT$ 2,790",中長寬褶裙
半身裙,"NT$ 1,990",金屬色百褶裙
半身裙,"NT$ 1,490",提花迷你裙
半身裙,"NT$ 1,490",金色裙
半身裙,"NT$ 1,990",金屬色真皮短裙
鞋,NT$ 790,溝紋鞋底德比鞋
鞋,"NT$ 1,990",厚底牛津鞋
鞋,"NT$ 1,290",拉鍊德比鞋
鞋,"NT$ 1,490",鉚釘平底短靴
鞋,"NT$ 1,490",鉚釘平底短靴
鞋,"NT$ 2,790",細高跟露跟鞋
鞋,"NT$ 2,790",細高跟露跟鞋
鞋,"NT$ 1,990",別針飾德比鞋
鞋,"NT$ 1,490",搭帶平底鞋
牛仔褲,"NT$ 1,490",中腰緊身牛仔褲
牛仔褲,"NT$ 1,190",中腰直筒牛仔褲
牛仔褲,"NT$ 1,290",中腰緊身牛仔褲
牛仔褲,"NT$ 1,490",高腰媽咪版牛仔褲
牛仔褲,"NT$ 1,990",及踝喇叭牛仔褲
牛仔褲,"NT$ 1,490",中腰直筒牛仔褲
牛仔褲,"NT$ 1,190",中腰緊身牛仔褲
牛仔褲,"NT$ 1,190",中腰牛仔褲
牛仔褲,"NT$ 1,190",中腰牛仔褲
牛仔褲,"NT$ 1,490",中腰煙管牛仔褲
牛仔褲,"NT$ 1,990",軍裝款工裝褲
牛仔褲,"NT$ 1,290",中腰緊身牛仔褲
牛仔褲,"NT$ 1,490",中腰休閒牛仔褲
牛仔褲,"NT$ 1,290",中腰緊身牛仔褲
牛仔褲,"NT$ 1,190",中腰緊身牛仔褲
牛仔褲,"NT$ 1,290",中腰緊身牛仔褲
牛仔褲,"NT$ 1,290",中腰緊身牛仔褲
連身褲,"NT$ 1,990",內衣式連身長褲
連身褲,"NT$ 2,790",百褶連身短褲
連身褲,"NT$ 1,990",高領連身長褲
連身褲,"NT$ 1,990",刺繡連身長褲
連身褲,"NT$ 2,790",燕尾服風連身長褲
連身褲,"NT$ 1,990",牛仔背帶褲
連身褲,"NT$ 1,990",牛仔背帶褲
連身褲,"NT$ 1,990",牛仔背帶褲
連身褲,"NT$ 8,990",真皮連身長褲
連身褲,"NT$ 6,490",真皮連身短褲裙
針織衫,"NT$ 2,490",珍珠鑲飾高領針織衫
針織衫,"NT$ 1,190",荷葉邊上衣
針織衫,NT$ 890,加大碼針織衫
針織衫,NT$ 990,多色短版外套
針織衫,"NT$ 1,990",高領針織衫
針織衫,NT$ 990,針織開襟衫
針織衫,"NT$ 1,790",基本款運動衫
針織衫,NT$ 990,燈籠袖針織衫
針織衫,"NT$ 1,490",基本款運動衫
針織衫,NT$ 990,加大碼柔軟針織衫
針織衫,"NT$ 1,490",荷葉邊加大碼運動衫
針織衫,"NT$ 1,490",正面口袋設計短版外套
針織衫,"NT$ 1,990",珍珠鑲飾高領針織衫
針織衫,"NT$ 1,190",STUDIO 系列山羊絨針織衫
針織衫,"NT$ 3,490",蓬蓬袖針織衫
針織衫,"NT$ 1,990",STUDIO 系列束帶設計露背羅紋針織衫
針織衫,"NT$ 2,790",STUDIO 系列深藍色無袖上衣
針織衫,"NT$ 1,490",STUDIO 系列薄紗拼接山羊絨針織衫
外套大衣,"NT$ 1,990",絨面人造皮大衣
外套大衣,"NT$ 7,490",多色人造毛皮外套
外套大衣,"NT$ 7,490",多色人造毛皮外套
外套大衣,"NT$ 5,990",粗呢 A 字大衣
外套大衣,"NT$ 4,990",男性風大衣
外套大衣,"NT$ 4,990",男性風大衣
外套大衣,"NT$ 5,990",粗呢 A 字大衣
外套大衣,"NT$ 2,790",絎縫夾克
外套大衣,"NT$ 1,490",中長版大衣
外套大衣,"NT$ 4,490",人造毛皮領騎士外套
外套大衣,"NT$ 5,490",拉鍊大衣
外套大衣,"NT$ 5,490",真皮夾克
皮革,"NT$ 1,190",金屬色短裙
皮革,"NT$ 1,490",荷葉邊閃亮連衣裙
皮革,"NT$ 1,190",荷葉邊下襬迷你裙
皮革,"NT$ 1,490",人造皮洋裝
皮革,"NT$ 1,290",仿皮直筒裙
皮革,"NT$ 2,790",人造皮長版夾克
皮革,"NT$ 5,490",真皮夾克
皮革,"NT$ 1,290",人造皮長褲
皮革,"NT$ 4,990",拉鍊真皮外套
皮革,"NT$ 1,290",仿皮緊身褲
優質系列,"NT$ 5,490",山羊絨針織衫
優質系列,NT$ 890,金屬色真皮錢包
優質系列,"NT$ 5,490",印花真皮外套
優質系列,"NT$ 3,990",金屬色真皮外套
優質系列,NT$ 890,金屬色真皮錢包
優質系列,"NT$ 1,990",真皮迷你裙
優質系列,"NT$ 4,490",特別版山羊絨圍巾
優質系列,"NT$ 5,490",刷紋真皮夾克
優質系列,"NT$ 5,490",印花真皮外套
優質系列,"NT$ 7,490",多色人造毛皮外套
優質系列,"NT$ 7,490",多色人造毛皮外套
優質系列,"NT$ 8,490",真皮羽絨外套
優質系列,"NT$ 8,490",真皮羽絨外套
優質系列,"NT$ 10,990",拼綴真皮大衣
優質系列,"NT$ 5,490",山羊絨針織衫
優質系列,"NT$ 6,490",寬靴筒真皮高跟長靴
優質系列,"NT$ 4,990",金屬細節真皮高跟長靴
優質系列,"NT$ 3,490",真皮高跟短靴
配飾,NT$ 890,亮光和條紋帽
配飾,NT$ 690,金屬色真皮斜背包
配飾,NT$ 450,印字針織帽
配飾,"NT$ 1,790",金色閃亮褲襪
配飾,NT$ 450,人造皮草迷你手拿包
配飾,NT$ 690,寬沿遮陽帽
配飾,NT$ 590,刺繡亮片髮箍
配飾,NT$ 990,印字針織帽
配飾,NT$ 790,印字真皮錢包
配飾,NT$ 350,條紋針織帽
配飾,NT$ 790,拼接布料手套
配飾,NT$ 450,帶飾寬沿遮陽帽
配飾,NT$ 790,印字針織帽
配飾,NT$ 990,真皮設計針織帽
配飾,NT$ 450,2 雙裝密織長襪
配飾,NT$ 450,印字織物包
配飾,NT$ 450,印花方巾
配飾,NT$ 590,緞帶雙色寬沿帽
褲款,NT$ 790,天鵝絨緊身褲
褲款,"NT$ 1,990",軍風長褲
褲款,"NT$ 1,290",波卡圓點長褲
褲款,"NT$ 1,290",高腰長褲
包,"NT$ 1,490",絨球飾迷你都市手提包
包,"NT$ 1,490",方巾飾多功能背包
包,"NT$ 1,990",星座系列
包,"NT$ 1,490",多功能真皮斜背包
包,NT$ 790,補丁錢包式斜背包
包,NT$ 790,錢包設計斜背包
包,"NT$ 1,490",錢包設計斜背包
包,"NT$ 2,790",多功能背包
包,"NT$ 1,490",真皮迷你背包
包,NT$ 990,印字真皮斜背包
包,"NT$ 1,490",雙色漆皮手拿包
包,"NT$ 1,990",金屬裝飾真皮斜背包
包,"NT$ 2,790",金屬色真皮水桶包
包,"NT$ 1,490",鍊飾真皮斜背包
包,NT$ 990,真皮斜背包
包,NT$ 990,絎縫迷你斜背包
T 恤,NT$ 790,小高領 T 恤
T 恤,NT$ 990,高領上衣
T 恤,NT$ 790,正面結飾 T 恤
T 恤,NT$ 690,長袖 T 恤
T 恤,"NT$ 1,190",雙色不對稱雙層針織衫
T 恤,NT$ 990,拼接上衣
T 恤,NT$ 990,彈性下襬 T 恤
T 恤,NT$ 890,長袖上衣
T 恤,NT$ 990,側身蝴蝶結飾上衣
T 恤,NT$ 790,花卉印花 T 恤
T 恤,NT$ 790,口袋 T 恤
連身裙,"NT$ 1,990",肩部鏤空天鵝絨洋裝
運動衫,NT$ 990,花卉刺繡上衣
運動衫,"NT$ 1,190",拉鍊軟質運動外套
運動衫,"NT$ 1,490",雙層布料運動外套
運動衫,NT$ 990,袖口細節設計上衣
運動衫,"NT$ 1,190",拼接運動衫
運動衫,NT$ 990,加大碼運動衫
運動衫,NT$ 990,口袋運動衫
運動衫,NT$ 890,側開叉運動衫
運動衫,NT$ 790,加大碼衛衣
運動衫,NT$ 790,加大碼衛衣
運動衫,NT$ 890,絹網袖運動衫
運動衫,"NT$ 1,490",短版連帽運動衫
運動衫,NT$ 790,加大碼衛衣
運動衫,NT$ 790,加大碼衛衣
運動衫,"NT$ 1,490",腰帶打結運動衫
運動衫,NT$ 890,BALLET 系列連帽運動衫
運動衫,"NT$ 1,290",軍風運動衫
運動衫,NT$ 990,科技布料運動衫
半身裙,"NT$ 1,490",百褶中長裙
半身裙,"NT$ 1,290",仿皮直筒裙
半身裙,"NT$ 1,990",府綢吊帶中長裙
半身裙,"NT$ 1,990",印花人造皮中長裙
半身裙,"NT$ 1,490",條紋中長裙
半身裙,"NT$ 1,490",寬襬長裙
半身裙,"NT$ 1,190",針織短裙
半身裙,"NT$ 1,490",閃亮中長裙
半身裙,"NT$ 1,290",織錦短裙
半身裙,"NT$ 1,490",仿牛仔布印花百褶裙
半身裙,"NT$ 1,490",印花百褶裙
半身裙,NT$ 990,薄紗中長裙
半身裙,"NT$ 1,990",金屬色百褶裙
半身裙,"NT$ 1,490",人造皮迷你裙
半身裙,"NT$ 1,490",百褶中長裙
半身裙,"NT$ 1,490",薄紗中長裙
半身裙,NT$ 890,中長及膝裙
半身裙,"NT$ 1,490",金屬色寬襬裙
半身裙,NT$ 890,中長及膝裙
鞋,NT$ 990,三色芭蕾平底鞋
鞋,NT$ 990,三色芭蕾平底鞋
鞋,NT$ 790,金屬色橡膠底運動鞋
鞋,"NT$ 1,290",撞色雙條紋平底鞋
鞋,"NT$ 1,990",拼接鞋跟短靴
鞋,"NT$ 1,990",拼接鞋跟短靴
鞋,"NT$ 1,990",金屬鞋跟及踝短靴
鞋,"NT$ 1,490",彈性帶設計低跟短靴
鞋,"NT$ 1,990",真皮牛仔短靴
鞋,"NT$ 2,490",絨面真皮凱歐瓦鞋
鞋,"NT$ 1,290",明線綁帶芭蕾鞋
鞋,"NT$ 1,990",綁帶露跟高跟鞋
